Linkage_Group	Linkage-Position	Marker_ID	Scaffold_ID	Marker_Pos	Genetic_distance	Marker_type	Gene	GeneStart	GeneEnd
Pm5	9266232	hk_hk593	scaffold300	166766	31.367	<hkxhk>	None	None	None
Pm5	9404925	mheter_116168	scaffold300	28073	31.623	<lmxll>	None	None	None
Pm5	9440229	mheter_112767	scaffold1103	21909	32.936	<lmxll>	None	None	None
Pm5	9460811	mheter_111327	scaffold1103	1327	31.965	<lmxll>	None	None	None
Pm5	9470941	mheter_117014	scaffold1064	15843	32.299	<lmxll>	None	None	None
Pm5	9513551	fheter_104381	scaffold346	278983	32.43	<nnxnp>	None	None	None
Pm5	9539546	mheter_112940	scaffold346	252988	31.221	<lmxll>	Pm017258	9530041	9542307
Pm5	9782119	hk_hk491	scaffold346	10415	33.507	<hkxhk>	None	None	None
Pm5	9798716	fheter_106370	scaffold127	266578	33.016	<nnxnp>	None	None	None
Pm5	9982329	mheter_107707	scaffold127	82965	32.568	<lmxll>	None	None	None
Pm5	10062793	mheter_110700	scaffold127	2501	32.129	<lmxll>	None	None	None
Pm5	10094976	fheter_98830	scaffold557	254730	32.746	<nnxnp>	None	None	None
Pm5	10188419	fheter_108936	scaffold557	161287	33.286	<nnxnp>	None	None	None
Pm5	10357522	fheter_106434	scaffold290	176120	34.057	<nnxnp>	None	None	None
Pm5	10414997	hk_hk475	scaffold290	118645	31.951	<hkxhk>	None	None	None
Pm5	10736041	hk_hk1830	scaffold100	202301	34.277	<hkxhk>	Pm017389	10732798	10740514
Pm5	10783714	hk_hk640	scaffold100	249974	34.601	<hkxhk>	None	None	None
Pm5	11259278	hk_hk1304	scaffold100	725538	35.316	<hkxhk>	None	None	None
Pm5	11435982	mheter_115118	scaffold105	306363	35.647	<lmxll>	None	None	None
Pm5	11501247	fheter_107260	scaffold105	241098	35.836	<nnxnp>	Pm017472	11499256	11508806
Pm5	11745109	fheter_108841	scaffold637	63117	30.659	<nnxnp>	None	None	None
Pm5	11787100	mheter_107614	scaffold637	21126	35.994	<lmxll>	None	None	None
Pm5	11909768	hk_hk478	scaffold806	148730	36.655	<hkxhk>	Pm017516	11908065	11914659
Pm5	12073994	hk_hk2513	scaffold161	353994	39.02	<hkxhk>	None	None	None
Pm5	12401572	mheter_116201	scaffold161	26416	36.906	<lmxll>	None	None	None
Pm5	12417102	mheter_110206	scaffold161	10886	37.098	<lmxll>	None	None	None
Pm5	12487825	fheter_99021	scaffold941	28664	38.835	<nnxnp>	Pm017583	12487551	12488031
Pm5	12499812	hk_hk2234	scaffold941	16677	37.401	<hkxhk>	None	None	None
Pm5	12559586	mheter_114541	scaffold232	95978	37.565	<lmxll>	None	None	None
Pm5	12664786	mheter_108683	scaffold532	96747	38.573	<lmxll>	None	None	None
Pm5	12666132	mheter_117047	scaffold532	95401	37.722	<lmxll>	None	None	None
Pm5	12768757	mheter_114102	scaffold310	7126	37.91	<lmxll>	Pm017621	12768172	12774698
Pm5	12855444	mheter_114634	scaffold310	93813	38.336	<lmxll>	None	None	None
Pm5	13518346	fheter_107489	scaffold408	119728	46.397	<nnxnp>	None	None	None
Pm5	13637305	fheter_98759	scaffold408	238687	45.085	<nnxnp>	None	None	None
Pm5	14264376	mheter_114601	scaffold408	865758	40.436	<lmxll>	Pm017807	14262776	14266082
Pm5	14320210	mheter_108014	scaffold20	541895	40.037	<lmxll>	None	None	None
Pm5	14441758	mheter_115536	scaffold20	420347	41.559	<lmxll>	None	None	None
Pm5	14776728	hk_hk713	scaffold20	85377	43.446	<hkxhk>	None	None	None
Pm5	14912605	mheter_111267	scaffold225	553236	42.066	<lmxll>	None	None	None
Pm5	15241590	mheter_106064	scaffold225	224251	46.165	<lmxll>	Pm017956	15231221	15257191
Pm5	15453043	hk_hk1038	scaffold225	12798	47	<hkxhk>	Pm017983	15448643	15453068
Pm5	15647415	mheter_116841	scaffold289	181476	40.82	<lmxll>	Pm018019	15647153	15648419
Pm5	15675999	mheter_113795	scaffold289	210060	40.994	<lmxll>	Pm018023	15671469	15676466
Pm5	15821504	hk_hk1400	scaffold289	355565	42.92	<hkxhk>	Pm018050	15820789	15822767
Pm5	15936070	mheter_109621	scaffold52	271338	44.322	<lmxll>	None	None	None
Pm5	16015624	mheter_109078	scaffold52	191784	43.722	<lmxll>	None	None	None
Pm5	16187749	mheter_110296	scaffold52	19659	45.1	<lmxll>	Pm018098	16187021	16189091
Pm5	16256905	mheter_109146	scaffold133	563261	52.201	<lmxll>	Pm018113	16255639	16257379
Pm5	16566848	mheter_111519	scaffold133	253318	47.343	<lmxll>	None	None	None
Pm5	16798218	hk_hk1954	scaffold133	21948	44.588	<hkxhk>	Pm018197	16797431	16799480
Pm5	16927397	mheter_113212	scaffold303	977944	56.112	<lmxll>	None	None	None
Pm5	16993616	fheter_109532	scaffold303	911725	55.368	<nnxnp>	Pm018231	16981723	16993771
Pm5	17340024	mheter_107993	scaffold303	565317	54.299	<lmxll>	Pm018281	17337187	17340416
Pm5	17635021	fheter_99084	scaffold303	270320	55.986	<nnxnp>	None	None	None
Pm5	17884967	mheter_117455	scaffold303	20374	49.516	<lmxll>	Pm018370	17883055	17885703
Pm5	17908577	fheter_107613	scaffold235	1504872	59.66	<nnxnp>	Pm018373	17899305	17910047
Pm5	18020343	mheter_111866	scaffold235	1393106	57.793	<lmxll>	None	None	None
Pm5	18554186	mheter_114636	scaffold235	859263	58.86	<lmxll>	None	None	None
Pm5	18760739	hk_hk1111	scaffold235	652710	61.054	<hkxhk>	None	None	None
Pm5	18931612	mheter_107307	scaffold235	481837	60.172	<lmxll>	Pm018522	18931417	18931779
Pm5	19176226	fheter_109666	scaffold235	237223	63.638	<nnxnp>	None	None	None
Pm5	19437027	mheter_106289	scaffold564	136783	67.543	<lmxll>	Pm018598	19436236	19439100
Pm5	19479910	mheter_107306	scaffold564	93900	65.069	<lmxll>	Pm018606	19479003	19482235
Pm5	19558905	mheter_107618	scaffold564	14905	64.076	<lmxll>	Pm018619	19558337	19564425
Pm5	19579663	fheter_110351	scaffold565	5755	64.504	<nnxnp>	Pm018621	19579426	19581395
Pm5	19750891	mheter_108773	scaffold565	176983	62.421	<lmxll>	None	None	None
Pm5	19911253	mheter_110233	scaffold548	52871	61.69	<lmxll>	None	None	None
Pm5	19999986	mheter_115883	scaffold548	141604	63.438	<lmxll>	Pm018683	19998365	20000017
Pm5	20205547	fheter_98444	scaffold548	347165	66.032	<nnxnp>	None	None	None
Pm5	20255804	fheter_100877	scaffold115	142354	68.318	<nnxnp>	None	None	None
Pm5	20325734	fheter_102010	scaffold115	72424	70.918	<nnxnp>	Pm018744	20324541	20326601
Pm5	20397325	fheter_107719	scaffold115	833	71.881	<nnxnp>	None	None	None
Pm5	20402848	mheter_118536	scaffold61	4592	30.814	<lmxll>	None	None	None
Pm5	20549751	mheter_109008	scaffold61	151495	66.613	<lmxll>	None	None	None
Pm5	20872234	fheter_99318	scaffold61	473978	73.832	<nnxnp>	Pm018849	20871602	20873574
Pm5	21189394	mheter_110297	scaffold61	791138	70.569	<lmxll>	Pm018915	21188049	21195086
Pm5	21414452	fheter_105969	scaffold61	1016196	78.049	<nnxnp>	None	None	None
Pm5	21549308	fheter_106600	scaffold61	1151052	79.084	<nnxnp>	Pm018984	21547049	21549536
Pm5	22364033	mheter_108509	scaffold384	122418	72.756	<lmxll>	None	None	None
Pm5	22434270	hk_hk1800	scaffold384	52181	75.073	<hkxhk>	None	None	None
Pm5	22481115	hk_hk3442	scaffold384	5336	76.264	<hkxhk>	None	None	None
Pm5	22492029	mheter_109828	C5041015	3350	76.628	<lmxll>	None	None	None
Pm5	22560221	fheter_103162	scaffold330	64744	80.928	<nnxnp>	Pm019175	22559314	22562596
Pm5	22647632	mheter_114412	scaffold330	152155	72.533	<lmxll>	Pm019187	22636609	22649060
Pm5	22710472	fheter_98563	scaffold330	214995	80.011	<nnxnp>	None	None	None
Pm5	22738932	fheter_99118	scaffold221	24465	86.282	<nnxnp>	None	None	None
Pm5	22824770	fheter_101818	scaffold221	110303	88.581	<nnxnp>	Pm019220	22820881	22828435
Pm5	23006485	mheter_107905	scaffold221	292018	78.527	<lmxll>	Pm019259	22997522	23007649
Pm5	23299966	fheter_102976	scaffold221	585499	83.633	<nnxnp>	Pm019323	23296814	23301666
Pm5	23560481	fheter_103251	scaffold221	846014	82.631	<nnxnp>	None	None	None
Pm5	23734159	fheter_106345	scaffold221	1019692	81.647	<nnxnp>	None	None	None
Pm5	23928876	hk_hk233	scaffold221	1214409	77.429	<hkxhk>	None	None	None
Pm5	24048259	mheter_116362	scaffold221	1333792	73.352	<lmxll>	Pm019468	24046363	24051303
Pm5	24284259	fheter_104616	scaffold182	150605	91.476	<nnxnp>	Pm019514	24283691	24285120
Pm5	24531643	mheter_108347	scaffold182	397989	83.523	<lmxll>	None	None	None
Pm5	24858015	hk_hk2062	scaffold182	724361	84.539	<hkxhk>	Pm019615	24854669	24864778
Pm5	25078579	fheter_102599	scaffold182	944925	86.787	<nnxnp>	None	None	None
Pm5	25394298	hk_hk121	scaffold182	1260644	87.644	<hkxhk>	Pm019729	25390936	25404780
Pm5	25612952	fheter_103607	scaffold182	1479298	85.407	<nnxnp>	None	None	None
Pm5	25673172	mheter_108663	scaffold182	1539518	80.368	<lmxll>	Pm019773	25672275	25674509
Pm6	106132	hk_hk1786	scaffold463	655386	5.738	<hkxhk>	Pm019885	104826	106343
Pm6	330310	hk_hk881	scaffold463	431208	0.808	<hkxhk>	Pm019930	329238	330724
Pm6	733326	hk_hk2124	scaffold463	28192	3.32	<hkxhk>	None	None	None
Pm6	810911	hk_hk2944	scaffold132	520531	4.649	<hkxhk>	Pm020026	808400	811289
Pm6	967921	hk_hk763	scaffold132	363521	2.266	<hkxhk>	None	None	None
Pm6	1239302	hk_hk3124	scaffold132	92140	4.315	<hkxhk>	Pm020118	1238510	1245666
Pm6	1262560	hk_hk1051	scaffold132	68882	3.724	<hkxhk>	Pm020120	1250721	1264120
Pm6	1358393	hk_hk1770	scaffold807	43140	4.034	<hkxhk>	None	None	None
Pm6	1387154	hk_hk920	scaffold807	14379	2.893	<hkxhk>	None	None	None
Pm6	1424875	fheter_99270	scaffold722	76208	5.377	<nnxnp>	Pm020142	1424258	1427755
Pm6	1495853	hk_hk1783	scaffold722	5230	6.101	<hkxhk>	None	None	None
Pm6	1533448	fheter_101390	scaffold340	32267	0	<nnxnp>	Pm020166	1532496	1533685
Pm6	1603823	hk_hk2108	scaffold340	102642	6.855	<hkxhk>	Pm020178	1598871	1603905
Pm6	1687768	fheter_105247	scaffold340	186587	7.241	<nnxnp>	None	None	None
Pm6	1804388	mheter_105845	scaffold709	429724	9.442	<lmxll>	None	None	None
Pm6	1895415	hk_hk2102	scaffold709	338697	8.796	<hkxhk>	Pm020233	1894604	1897043
Pm6	2206950	fheter_101764	scaffold709	27162	6.544	<nnxnp>	Pm020286	2205218	2209604
Pm6	2271781	hk_hk135	scaffold101	1938572	16.346	<hkxhk>	None	None	None
Pm6	2332694	hk_hk1597	scaffold101	1877659	15.589	<hkxhk>	None	None	None
Pm6	2515436	fheter_106704	scaffold101	1694917	15.886	<nnxnp>	Pm020350	2514072	2518238
Pm6	2918145	fheter_106464	scaffold101	1292208	14.618	<nnxnp>	Pm020418	2916922	2918270
Pm6	3193257	fheter_106810	scaffold101	1017096	13.655	<nnxnp>	Pm020481	3187270	3194838
Pm6	3403374	fheter_108525	scaffold101	806979	12.485	<nnxnp>	Pm020515	3401549	3405874
Pm6	3947633	fheter_103552	scaffold101	262720	10.538	<nnxnp>	Pm020608	3946083	3948180
Pm6	4137259	fheter_103295	scaffold101	73094	9.573	<nnxnp>	Pm020642	4136027	4137526
Pm6	4223127	hk_hk3168	scaffold116	653931	23.989	<hkxhk>	Pm020660	4217812	4223279
Pm6	4452731	mheter_111331	scaffold116	424327	23.495	<lmxll>	None	None	None
Pm6	4761246	fheter_98149	scaffold116	115812	19.418	<nnxnp>	Pm020753	4755411	4766210
Pm6	4870722	mheter_116885	scaffold116	6336	21.461	<lmxll>	Pm020776	4867635	4871295
Pm6	4993814	fheter_102774	scaffold459	116658	21.658	<nnxnp>	Pm020798	4983875	4998059
Pm6	5103732	hk_hk2360	scaffold459	226576	22.265	<hkxhk>	None	None	None
Pm6	5168977	hk_hk2989	scaffold459	291821	23.128	<hkxhk>	None	None	None
Pm6	5246009	fheter_108229	scaffold159	799188	25.775	<nnxnp>	None	None	None
Pm6	5277971	fheter_103741	scaffold159	767226	25.168	<nnxnp>	Pm020843	5276665	5281644
Pm6	5464296	mheter_117263	scaffold159	580901	28.361	<lmxll>	Pm020874	5461734	5467229
Pm6	5807461	fheter_106411	scaffold159	237736	23.688	<nnxnp>	None	None	None
Pm6	6007243	mheter_110635	scaffold159	37954	17.291	<lmxll>	None	None	None
Pm6	6052103	fheter_110568	scaffold216	6808	29.879	<nnxnp>	Pm020986	6051521	6053784
Pm6	6078668	fheter_100278	scaffold216	33373	28.936	<nnxnp>	Pm020992	6077195	6078964
Pm6	6225659	mheter_114485	scaffold216	180364	31.604	<lmxll>	Pm021018	6225061	6225888
Pm6	6364985	mheter_110112	scaffold216	319690	29.997	<lmxll>	Pm021045	6364627	6366492
Pm6	6426207	mheter_109675	scaffold1351	3919	30.647	<lmxll>	None	None	None
Pm6	6476205	fheter_104714	scaffold694	59444	30.653	<nnxnp>	None	None	None
Pm6	6517207	fheter_100750	scaffold694	18442	32.296	<nnxnp>	None	None	None
Pm6	6544734	mheter_116198	scaffold737	73824	32.164	<lmxll>	None	None	None
Pm6	6607135	mheter_111464	scaffold737	11423	32.644	<lmxll>	Pm021082	6606053	6607553
Pm6	6628234	mheter_111359	scaffold174	598499	33.491	<lmxll>	Pm021085	6620420	6628904
Pm6	6821921	fheter_102265	scaffold174	404812	31.098	<nnxnp>	None	None	None
Pm6	7144961	fheter_106330	scaffold174	81772	31.833	<nnxnp>	Pm021170	7143851	7146596
Pm6	7219807	mheter_114564	scaffold174	6926	34.935	<lmxll>	Pm021179	7217228	7225304
Pm6	7266141	mheter_113838	scaffold677	39310	40.067	<lmxll>	Pm021186	7266031	7266435
Pm6	7326529	fheter_102659	scaffold677	99698	36.803	<nnxnp>	Pm021203	7326320	7330871
Pm6	7530393	fheter_104835	scaffold677	303562	35.949	<nnxnp>	None	None	None
Pm6	7779414	fheter_100631	scaffold677	552583	33.27	<nnxnp>	Pm021285	7767399	7779668
Pm6	7802482	mheter_108226	scaffold586	202854	41.437	<lmxll>	Pm021288	7796106	7803715
Pm6	7970022	fheter_98788	scaffold586	35314	37.386	<nnxnp>	Pm021306	7969062	7971925
Pm6	7970285	fheter_102588	scaffold586	35051	37.141	<nnxnp>	Pm021306	7969062	7971925
Pm6	8006400	fheter_104402	scaffold422	468351	40.527	<nnxnp>	None	None	None
Pm6	8129536	fheter_107052	scaffold422	345215	41.991	<nnxnp>	Pm021334	8129404	8129984
Pm6	8271620	fheter_109025	scaffold422	203131	42.444	<nnxnp>	Pm021358	8265716	8272375
Pm6	8476807	fheter_107855	scaffold1086	22119	38.076	<nnxnp>	Pm021391	8475894	8477291
Pm6	8503385	fheter_98447	scaffold734	185247	38.48	<nnxnp>	Pm021397	8503010	8504425
Pm6	8514208	fheter_98780	scaffold734	174424	38.868	<nnxnp>	None	None	None
Pm6	8664545	mheter_111372	scaffold734	24087	39.296	<lmxll>	None	None	None
Pm6	8702354	fheter_106511	scaffold1188	80077	39.806	<nnxnp>	Pm021423	8697595	8703510
Pm6	8760283	hk_hk974	scaffold1188	22148	40.329	<hkxhk>	None	None	None
Pm6	8809967	hk_hk3328	scaffold768	67161	42.819	<hkxhk>	Pm021445	8805617	8820512
Pm6	8869009	mheter_115177	scaffold768	8119	44.55	<lmxll>	None	None	None
Pm6	8896698	fheter_101454	scaffold787	94868	43.315	<nnxnp>	Pm021458	8896317	8898087
Pm6	8982600	hk_hk1303	scaffold787	8966	43.463	<hkxhk>	None	None	None
Pm6	9024776	fheter_101047	scaffold562	33112	43.94	<nnxnp>	None	None	None
Pm6	9099487	mheter_108102	scaffold562	107823	44.09	<lmxll>	None	None	None
Pm6	9226157	mheter_113713	scaffold562	234493	44.95	<lmxll>	Pm021505	9225771	9226318
Pm6	9402027	mheter_113256	scaffold65	207482	46.025	<lmxll>	None	None	None
Pm6	9520861	fheter_102003	scaffold65	88648	46.074	<nnxnp>	None	None	None
Pm6	9541473	fheter_109209	scaffold65	68036	44.566	<nnxnp>	Pm021543	9540982	9550505
Pm6	9650164	hk_hk175	scaffold493	297088	45.45	<hkxhk>	None	None	None
Pm6	9860622	hk_hk1474	scaffold493	86630	46.885	<hkxhk>	None	None	None
Pm6	9916339	mheter_111706	scaffold493	30913	47.202	<lmxll>	None	None	None
Pm6	9959357	fheter_104977	scaffold506	12007	47.397	<nnxnp>	Pm021608	9959042	9959851
Pm6	10171933	fheter_107978	scaffold506	224583	48.15	<nnxnp>	Pm021636	10167105	10172271
Pm6	10260194	fheter_100576	scaffold506	312844	49.845	<nnxnp>	None	None	None
Pm6	10337860	mheter_108667	scaffold108	435678	53.408	<lmxll>	Pm021654	10337641	10337925
Pm6	10444994	fheter_108638	scaffold108	328544	57.555	<nnxnp>	None	None	None
Pm6	10678701	mheter_110893	scaffold108	94837	49.765	<lmxll>	None	None	None
Pm6	10683993	mheter_112805	scaffold108	89545	51.17	<lmxll>	None	None	None
Pm6	10829849	hk_hk611	scaffold151	1189720	48.767	<hkxhk>	None	None	None
Pm6	11062632	fheter_105328	scaffold151	956937	51.493	<nnxnp>	Pm021753	11056875	11063308
Pm6	11446298	mheter_111354	scaffold151	573271	51.41	<lmxll>	None	None	None
Pm6	11621729	fheter_107288	scaffold151	397840	55.461	<nnxnp>	Pm021827	11619959	11623912
Pm6	11913531	fheter_107551	scaffold151	106038	57.238	<nnxnp>	Pm021860	11910760	11917825
Pm6	11980350	fheter_102377	scaffold151	39219	55.989	<nnxnp>	None	None	None
Pm6	12021723	hk_hk265	scaffold40	788368	54.602	<hkxhk>	None	None	None
Pm6	12136959	mheter_117044	scaffold40	673132	53.015	<lmxll>	None	None	None
Pm6	12524581	mheter_108594	scaffold40	285510	53.828	<lmxll>	None	None	None
Pm6	12801998	fheter_102299	scaffold40	8093	58.993	<nnxnp>	None	None	None
Pm6	12827583	mheter_107428	scaffold782	223074	54.261	<lmxll>	Pm021983	12827404	12836674
Pm6	12975618	mheter_115492	scaffold782	75039	55.353	<lmxll>	Pm022001	12975272	12980067
Pm6	13024188	mheter_117745	scaffold782	26469	55.19	<lmxll>	None	None	None
Pm6	13163001	mheter_111401	scaffold74	112246	56.511	<lmxll>	None	None	None
Pm6	13193673	mheter_108749	scaffold74	142918	57.073	<lmxll>	None	None	None
Pm6	13285954	hk_hk1224	scaffold239	216384	57.788	<hkxhk>	None	None	None
Pm6	13391585	fheter_103257	scaffold239	110753	60.152	<nnxnp>	Pm022043	13387645	13393772
Pm6	13459738	hk_hk1406	scaffold239	42600	58.045	<hkxhk>	None	None	None
Pm6	13552202	fheter_98857	scaffold169	49766	59.848	<nnxnp>	Pm022065	13548862	13558582
Pm6	13824385	mheter_111577	scaffold169	321949	58.335	<lmxll>	Pm022088	13822387	13830017
Pm6	13883965	mheter_109881	scaffold169	381529	58.461	<lmxll>	Pm022095	13883464	13887336
Pm6	14186529	hk_hk1894	scaffold137	231486	58.626	<hkxhk>	None	None	None
Pm6	14187759	fheter_101991	scaffold137	230256	60.347	<nnxnp>	None	None	None
Pm6	14353189	fheter_99697	scaffold137	64826	59.434	<nnxnp>	Pm022136	14351943	14354567
Pm6	14553680	fheter_109978	scaffold32	184584	58.751	<nnxnp>	None	None	None
Pm6	14609131	fheter_109114	scaffold32	129133	59.157	<nnxnp>	None	None	None
Pm6	14669299	fheter_99076	scaffold32	68965	58.327	<nnxnp>	Pm022166	14665419	14670473
Pm6	14867726	mheter_112306	scaffold454	152026	59.35	<lmxll>	None	None	None
Pm6	14926224	mheter_112677	scaffold454	93528	59.679	<lmxll>	Pm022187	14925542	14929425
Pm6	15057175	mheter_116256	scaffold73	73756	59.925	<lmxll>	None	None	None
Pm6	15096368	fheter_110074	scaffold73	34563	61.24	<nnxnp>	Pm022208	15090425	15099055
Pm6	15145029	fheter_98306	scaffold315	14000	60.035	<nnxnp>	None	None	None
Pm6	15274844	fheter_106303	scaffold315	143815	60.591	<nnxnp>	Pm022225	15274432	15277916
Pm6	15360262	hk_hk1140	scaffold347	162807	60.942	<hkxhk>	Pm022236	15355739	15361572
Pm6	15411860	fheter_107144	scaffold347	111209	62.405	<nnxnp>	None	None	None
Pm6	15489659	fheter_109983	scaffold347	33410	61.648	<nnxnp>	Pm022248	15488536	15492993
Pm6	15586876	mheter_113225	scaffold342	168088	61.19	<lmxll>	None	None	None
Pm6	15630121	mheter_110180	scaffold342	124843	61.814	<lmxll>	Pm022261	15623336	15630794
Pm6	15714213	mheter_112396	scaffold342	40751	62.892	<lmxll>	None	None	None
Pm6	15788201	fheter_105228	scaffold368	78543	61.843	<nnxnp>	None	None	None
Pm6	15825662	fheter_103239	scaffold368	41082	62.577	<nnxnp>	None	None	None
Pm6	15883281	mheter_111722	scaffold784	190924	62.038	<lmxll>	None	None	None
Pm6	16001154	fheter_100448	scaffold784	73051	65.575	<nnxnp>	None	None	None
Pm6	16295957	fheter_102485	scaffold244	135252	62.125	<nnxnp>	None	None	None
Pm6	16405761	mheter_112411	scaffold244	25448	59.497	<lmxll>	None	None	None
Pm6	16453150	mheter_109897	scaffold397	156858	62.281	<lmxll>	None	None	None
Pm6	16552232	fheter_107418	scaffold397	57776	65.34	<nnxnp>	Pm022338	16551260	16552770
Pm6	16585252	mheter_112461	scaffold397	24756	61.357	<lmxll>	None	None	None
Pm6	16626616	mheter_109995	scaffold317	21165	60.192	<lmxll>	None	None	None
Pm6	16634194	fheter_98496	scaffold317	13587	62.914	<nnxnp>	Pm022345	16632474	16635677
Pm6	16660592	mheter_111992	scaffold866	88169	59.094	<lmxll>	None	None	None
Pm6	16736496	fheter_102394	scaffold866	12265	63.345	<nnxnp>	None	None	None
Pm6	16755815	fheter_107856	scaffold49	6956	65.948	<nnxnp>	Pm022356	16754171	16759574
Pm6	16833406	fheter_104442	scaffold49	84547	64.446	<nnxnp>	None	None	None
Pm6	17255610	mheter_114099	scaffold291	180930	63.348	<lmxll>	Pm022406	17253351	17256036
Pm6	17408431	fheter_105974	scaffold291	28109	66.096	<nnxnp>	None	None	None
Pm6	17488477	hk_hk702	scaffold214	51839	64.216	<hkxhk>	None	None	None
Pm6	17731041	mheter_112132	scaffold214	294403	63.678	<lmxll>	Pm022457	17729944	17731410
Pm6	17781967	mheter_107701	scaffold214	345329	65.085	<lmxll>	None	None	None
Pm6	17805828	mheter_109053	scaffold14	825017	65.91	<lmxll>	None	None	None
Pm6	18074003	mheter_106852	scaffold14	556842	64.475	<lmxll>	Pm022483	18067869	18080147
Pm6	18399481	fheter_103795	scaffold14	231364	69.518	<nnxnp>	None	None	None
Pm6	18616860	mheter_116297	scaffold14	13985	65.437	<lmxll>	None	None	None
Pm6	18747180	mheter_109130	scaffold282	116237	66.593	<lmxll>	None	None	None
Pm6	18910449	mheter_107387	scaffold282	279506	67.173	<lmxll>	None	None	None
Pm6	19068429	fheter_107207	scaffold282	437486	71.67	<nnxnp>	None	None	None
Pm6	19105775	mheter_112944	scaffold67	68240	61.68	<lmxll>	None	None	None
Pm6	19125639	fheter_101413	scaffold67	48376	67.096	<nnxnp>	None	None	None
Pm6	19186840	mheter_114703	scaffold21	12727	67.792	<lmxll>	None	None	None
Pm6	19258686	fheter_101142	scaffold21	84573	73.369	<nnxnp>	None	None	None
Pm6	19742363	mheter_113067	scaffold21	568250	68.901	<lmxll>	Pm022671	19741725	19744617
Pm6	19759713	fheter_101762	scaffold97	7295	74.678	<nnxnp>	Pm022672	19756324	19760878
Pm6	19858061	mheter_115877	scaffold97	105643	68.34	<lmxll>	None	None	None
Pm6	20192526	hk_hk2774	scaffold97	440108	73.858	<hkxhk>	Pm022726	20188854	20192599
Pm6	20224588	mheter_116264	scaffold419	7725	73.001	<lmxll>	None	None	None
Pm6	20325115	fheter_108889	scaffold419	108252	76.697	<nnxnp>	None	None	None
Pm6	20499550	mheter_114738	scaffold419	282687	70.349	<lmxll>	None	None	None
Pm6	20544629	hk_hk308	scaffold339	56690	72.363	<hkxhk>	None	None	None
Pm6	20580821	mheter_112351	scaffold339	20498	70	<lmxll>	None	None	None
Pm6	20664080	mheter_115781	scaffold444	106090	71.03	<lmxll>	Pm022789	20662778	20664208
Pm6	20708819	hk_hk1780	scaffold444	61351	72.742	<hkxhk>	None	None	None
Pm6	20771659	fheter_109033	scaffold783	182307	79.302	<nnxnp>	None	None	None
Pm6	20940585	mheter_108978	scaffold783	13381	73.506	<lmxll>	None	None	None
Pm6	20971051	fheter_106025	scaffold201	86145	76.04	<nnxnp>	None	None	None
Pm6	21024595	mheter_112052	scaffold201	32601	71.61	<lmxll>	None	None	None
Pm6	21077826	fheter_102891	scaffold435	214376	78.035	<nnxnp>	None	None	None
Pm6	21127127	fheter_105324	scaffold435	165075	70.253	<nnxnp>	None	None	None
Pm7	26313	hk_hk2651	scaffold148	26313	6.614	<hkxhk>	Pm022870	25256	27253
Pm7	75087	hk_hk374	scaffold148	75087	3.803	<hkxhk>	Pm022876	74749	78481
Pm7	566951	mheter_114165	scaffold148	566951	7.15	<lmxll>	None	None	None
Pm7	826710	fheter_106959	scaffold148	826710	9.339	<nnxnp>	None	None	None
Pm7	838685	hk_hk2762	scaffold148	838685	8.263	<hkxhk>	Pm022963	829066	840240
Pm7	918378	mheter_117750	scaffold209	32711	7.732	<lmxll>	Pm022972	917722	919966
Pm7	973258	hk_hk278	scaffold209	87591	2.391	<hkxhk>	None	None	None
Pm7	1397183	hk_hk271	scaffold209	511516	9.705	<hkxhk>	None	None	None
Pm7	1762681	hk_hk114	scaffold209	877014	5.591	<hkxhk>	None	None	None
Pm7	1767494	hk_hk1223	scaffold19	2820	10.67	<hkxhk>	None	None	None
Pm7	1930237	mheter_117664	scaffold19	165563	11.393	<lmxll>	None	None	None
Pm7	2504994	mheter_106797	scaffold19	740320	13.528	<lmxll>	None	None	None
Pm7	2753429	hk_hk2197	scaffold19	988755	12.916	<hkxhk>	None	None	None
Pm7	3171666	fheter_105774	scaffold19	1406992	12.527	<nnxnp>	None	None	None
Pm7	3790501	fheter_100283	scaffold19	2025827	14.797	<nnxnp>	None	None	None
Pm7	3929071	hk_hk1024	scaffold19	2164397	15.441	<hkxhk>	None	None	None
Pm7	4025023	mheter_110158	scaffold70	94015	0	<lmxll>	None	None	None
Pm7	4119977	fheter_105292	scaffold70	188969	17.025	<nnxnp>	None	None	None
Pm7	4174254	fheter_101773	scaffold70	243246	16.049	<nnxnp>	None	None	None
Pm7	4258027	fheter_101320	scaffold93	35932	20.054	<nnxnp>	None	None	None
Pm7	4334899	mheter_108237	scaffold93	112804	18.08	<lmxll>	None	None	None
Pm7	4565108	hk_hk905	scaffold93	343013	19.485	<hkxhk>	Pm023378	4564896	4565930
Pm7	4709037	mheter_116457	scaffold93	486942	22.802	<lmxll>	None	None	None
Pm7	4981572	fheter_102439	scaffold93	759477	22.208	<nnxnp>	None	None	None
Pm7	5030091	fheter_107063	scaffold93	807996	23.341	<nnxnp>	None	None	None
Pm7	5124199	fheter_107222	scaffold504	44176	20.587	<nnxnp>	None	None	None
Pm7	5142711	fheter_106104	scaffold504	62688	20.967	<nnxnp>	None	None	None
Pm7	5205285	fheter_99852	scaffold202	35988	22.861	<nnxnp>	Pm023460	5204170	5210073
Pm7	5325598	fheter_103628	scaffold202	156301	23.848	<nnxnp>	None	None	None
